the_geom,longitude,the_geom_webmercator,avg_tech,latitude,houses,avg_unemp,cartodb_id,avg_index,avg_price,avg_basement,avg_sqft,avg_water_dist,avg_age,ind
0101000020E6100000AC9223F8BA915EC03D5B8B3F9FBB4740,-122.2770367,0101000020110F0000ECC6C12E65F669C15EC3AA9061F55641,0.1,47.46579737,18,6.01,94,0.46,274019.44,0.22,1723.33,0.92,52.56,94
0101000020E61000001391ABA2898A5EC0702664EF5EBB4740,-122.1646506,0101000020110F000040CE535649F069C1BFF70CC510F55641,0.11,47.46383469,44,5.56,95,0.51,311820.45,0.5,1894.55,0.77,41.39,95
0101000020E6100000B6E67DD23F8C5EC0C482D2825DBC4740,-122.1913954,0101000020110F00003CB5497DBDF169C1B7E8419B50F65641,0.12,47.47160373,32,5.63,96,0.52,324860.75,0.22,1713.13,0.71,46.84,96
0101000020E61000000AB31A5C04845EC078BF238D7EBB4740,-122.0627661,0101000020110F0000BE3DF29EBFEA69C182B3FB7C38F55641,0.14,47.46479954,38,5.68,97,0.51,497311.84,0.24,2259.47,1.15,39.08,97
0101000020E6100000D33DA18D928F5EC0FA0F868DF4BA4740,-122.2433199,0101000020110F0000A503F90390F469C1BF3955218BF45641,0.12,47.46058816,25,5.95,98,0.44,279344.68,0.36,1740.4,0.83,59.36,98
0101000020E610000085DF974487895EC0DB14F2B525BD4740,-122.1488811,0101000020110F00006F34D7E76DEF69C1F7CB2B294CF75641,0.14,47.47771334,95,5.57,99,0.49,418450.61,0.13,2151.47,0.9,29.89,99
0101000020E61000006405BF0D318B5EC051A1FCD5CABD4740,-122.174869,0101000020110F0000FCD78D86D7F069C1FB8759AA1BF85641,0.13,47.48275256,51,5.62,100,0.51,359830.39,0.22,2127.65,0.63,26.27,100
0101000020E61000008450943A37935EC0A8A53D4E66BD4740,-122.3002459,0101000020110F0000AD8E1E23A8F769C1A721E8549DF75641,0.1,47.47968462,44,6.13,101,0.52,226447.73,0.34,1486.82,0.67,62.73,101
0101000020E610000056009D9328975EC044B3FC0AE3BC4740,-122.3618516,0101000020110F0000A47F676001FB69C16F006A63F8F65641,0.16,47.4756788,30,5.85,102,0.57,581836.67,0.63,2475.43,0.09,62.97,102
0101000020E6100000B0F380C3D5955EC0405C0741A6BD4740,-122.3411721,0101000020110F00006430669FE1F969C186896EB1EDF75641,0.15,47.48163617,61,5.94,103,0.58,238007.98,0.28,1383.61,0.31,64.51,103
0101000020E6100000A327C00BB6945EC0F2B26832CABD4740,-122.3236112,0101000020110F0000177F8B43EDF869C1449CC7DC1AF85641,0.1,47.48273306,54,6.05,104,0.55,229088.43,0.26,1285.93,0.5,58.39,104
0101000020E6100000A03715A930935EC074E8DB1FFBBE4740,-122.299845,0101000020110F0000121D068FA2F769C1C5B4171A9AF95641,0.1,47.49203871,31,5.92,105,0.55,230821.77,0.32,1460.65,0.37,67.55,105
0101000020E61000005A7F4B00FE915EC0ED44AC725FBE4740,-122.281128,0101000020110F00005CFEE11C9EF669C1ADDF936FD6F85641,0.09,47.48728784,17,6.2,106,0.46,237388.24,0.41,1512.94,0.66,67.76,106
0101000020E61000006589737918875EC05A7AB80DB8BD4740,-122.1108688,0101000020110F0000D24486F75CED69C1C579C80F04F85641,0.12,47.48217937,101,5.6,107,0.5,426129.84,0.22,2197.13,0.98,32.39,107
0101000020E61000005FF12FDDFF955EC02D46FA40B4BF4740,-122.3437417,0101000020110F000037A3E36005FA69C1EF5844CF82FA5641,0.13,47.49768841,50,6.02,116,0.57,252395.14,0.24,1501.2,0.38,54.34,115
0101000020E61000009631F43E44975EC0D3393754A9BF4740,-122.3635404,0101000020110F0000BCA549E018FB69C153D08E1375FA5641,0.14,47.49735501,61,5.94,117,0.56,368773.77,0.49,1742.75,0.2,62.21,116
0101000020E6100000FCF03D6D1E8F5EC03A0D6A22E0BF4740,-122.2362321,0101000020110F000091BEA4632DF469C1606EA4F8B9FA5641,0.12,47.49902754,77,5.86,118,0.56,330631.49,0.51,1881.69,0.16,59.66,117
0101000020E61000005F0839EFFF955EC0E0F60489EDC04740,-122.343746,0101000020110F0000F5EE347005FA69C1483C5DA90CFC5641,0.1,47.507249,36,6.21,119,0.57,227451.39,0.22,1273.33,0.46,69.14,118
0101000020E6100000F3EFE9A001895EC0E4D70FB1C1BF4740,-122.1407244,0101000020110F000062BDD967FCEE69C19944B4B393FA5641,0.13,47.4980985,113,5.58,120,0.53,428127.24,0.04,2310.18,0.81,20.8,119
0101000020E6100000864BD8C83F975EC0C36A24F0A4C14740,-122.3632681,0101000020110F0000BB4E4B1615FB69C1BC9E0544F3FC5641,0.11,47.51284601,40,6.13,121,0.55,285966.95,0.2,1441.75,0.39,51.9,120
0101000020E61000008FED6B135D985EC0AA68E6A8A7C14740,-122.3806809,0101000020110F00008346956207FC69C158C925B0F6FC5641,0.16,47.51292907,61,5.49,122,0.58,394580.95,0.26,1418.69,0.19,67.02,121
0101000020E61000008841AA72EB895EC02184D3C433C14740,-122.1549956,0101000020110F0000B0B70EFDC2EF69C1B2D9C8F764FC5641,0.18,47.50939236,57,5.65,123,0.54,445495.98,0.3,2257.89,0.68,31.91,122
0101000020E610000047E3F50599955EC0EE47E581A3C14740,-122.3374648,0101000020110F0000C7CF2A09AEF969C117027E77F1FC5641,0.1,47.51280235,38,6.08,124,0.57,247092.11,0.24,1328.95,0.41,49.05,123
0101000020E61000001FAADF3B20905EC0E34B2C1915C14740,-122.2519674,0101000020110F0000415D4D5808F569C1F4D69B673EFC5641,0.11,47.50845637,91,5.95,125,0.56,329533.8,0.58,1690.77,0.21,62.93,124
0101000020E6100000E8B6E974C58D5EC0B38A696C50BF4740,-122.2151768,0101000020110F00006B6AF46708F369C160E0DA5105FA5641,0.13,47.49464183,21,5.74,126,0.46,346185.71,0.19,1522.38,0.36,89.62,125
0101000020E61000008A833A9BC4985EC005D61643DEC04740,-122.3869999,0101000020110F0000D85246505FFC69C100337175F9FB5641,0.17,47.5067829,38,5.45,127,0.56,648757.63,0.58,2108.68,0.08,63.97,126
0101000020E6100000D4B25A0556975EC0BDD41929A5C24740,-122.3646253,0101000020110F0000FBB5F1F827FB69C1767CCC7835FE5641,0.13,47.5206653,57,6.12,128,0.55,282588.16,0.42,1209.3,0.4,57.6,127
0101000020E610000093B4D1EFB18B5EC0C43E643E5EC14740,-122.1827354,0101000020110F0000F63D6EFC44F169C16252D05F9AFC5641,0.16,47.51068859,120,5.61,129,0.56,382076.29,0.25,1973.97,0.29,38.29,128
0101000020E61000000586AC6EF5935EC014D16D914DC14740,-122.311855,0101000020110F000013A154AD49F869C1373E226885FC5641,0.11,47.51017969,30,6.06,130,0.53,267755.57,0.63,1718,0.16,60.8,129
0101000020E6100000BD91D49D82925EC0697BCB074AC14740,-122.2892222,0101000020110F00001AE13BBE0EF769C1D8926BF580FC5641,0.1,47.51007173,15,6.08,131,0.47,231770,0.27,1488,0.43,61.07,130
0101000020E6100000E44636FC93905EC0EDD9EF60F6C24740,-122.2590323,0101000020110F000030740EA76AF569C14C9C9D9D9BFE5641,0.11,47.52314388,80,6.19,132,0.51,320198.81,0.39,1514.65,0.09,67.91,131
0101000020E610000048540328218D5EC04363BBB52BC14740,-122.2051487,0101000020110F000079849EDD7CF269C1BD27C3D55AFC5641,0.14,47.50914642,56,5.7,133,0.51,568074.39,0.41,2167.86,0.15,49.98,132
0101000020E61000002E28C23C1A925EC06071590195C24740,-122.2828514,0101000020110F000021E50418B6F669C16F12A02721FE5641,0.09,47.52017228,40,6.28,134,0.52,300755,0.63,1723.5,0.24,56.6,133
0101000020E6100000F6DECE74E57D5EC05F1E7C72DEBE4740,-121.9671299,0101000020110F0000575368D98CE569C18A068E0E76F95641,0.16,47.49116355,79,5.55,135,0.45,550563.04,0.56,2737.09,1.84,34.89,134
0101000020E610000055AF11772B975EC04AD85469CDC34740,-122.3620279,0101000020110F0000F0A06CD403FB69C172D01913AAFF5641,0.11,47.52970616,50,6.14,136,0.54,299048.56,0.44,1313,0.41,57.9,135
0101000020E6100000676490BB08985EC0BFDCA30EDDC34740,-122.375533,0101000020110F000000989CC0BFFB69C1748024C1BDFF5641,0.18,47.53018363,89,5.79,137,0.59,390576.54,0.47,1388.43,0.27,73.37,136
0101000020E6100000F25F200810965EC0C3874CD882C34740,-122.3447285,0101000020110F00009770171C13FA69C15F0BC3484CFF5641,0.15,47.52743057,94,5.87,138,0.57,309731.49,0.54,1515.33,0.35,64.69,137
0101000020E6100000C3ADCCA502995EC0D15D6D20B8C34740,-122.3907866,0101000020110F00008BE2580194FC69C1BEA6514D8FFF5641,0.2,47.5290566,129,5.52,139,0.56,569952.22,0.66,1858.36,0.13,60.53,138
0101000020E610000007FF6CF566835EC00F82E90FA8C04740,-122.0531591,0101000020110F000009C2A9F039EA69C16CF8A650B5FB5641,0.13,47.50512885,66,5.46,140,0.52,541416.77,0.55,2345.83,0.93,42.89,139
0101000020E61000000F4B5EF89C8E5EC0F0AAA4A108C44740,-122.2283307,0101000020110F000058D21671BFF369C18E009B90F4FF5641,0.23,47.53151341,62,5.74,141,0.57,1239470,0.58,3201.94,0.08,42.61,140
0101000020E610000040A61023DF945EC025AFAD23B7C34740,-122.3261192,0101000020110F00001F1A9A2910F969C1991A680F8EFF5641,0.13,47.52902647,28,6.09,142,0.49,261476.79,0.36,1448.93,0.11,84.32,141
0101000020E61000009E730179C0915EC0F3C0CFD10DC54740,-122.2773726,0101000020110F000080D14EDB69F669C12ABB02223D015741,0.13,47.53948424,43,6.52,143,0.51,314221.26,0.49,1566.51,0.21,73.65,142
0101000020E6100000899D842D51925EC053113CF8E8C44740,-122.2862047,0101000020110F0000B54F39C1E4F669C1A3E409C60E015741,0.14,47.53835967,31,6.33,144,0.51,355216.13,0.55,1773.55,0.34,29.68,143
0101000020E6100000365C3F5821935EC04F12224B2CC54740,-122.2989102,0101000020110F00001FA20E8D95F769C1E7A6B47863015741,0.1,47.54041423,30,6.25,145,0.53,318498.93,0.37,1583.93,0.33,43.83,144
0101000020E6100000B8BE5994A3905EC0DDE5E8120AC54740,-122.2599841,0101000020110F00004FBB94E577F569C10E81A56B38015741,0.15,47.53936993,55,6.08,146,0.53,543872.13,0.6,1987.95,0.09,60.4,145
0101000020E6100000817B9E3F6D975EC0FBFF9B8B7DC54740,-122.366043,0101000020110F0000BDD51BB33BFB69C114003EB2C9015741,0.13,47.54289384,50,6.25,147,0.54,345782.3,0.52,1502,0.35,41.76,146
0101000020E6100000E75A0FBADF975EC06CB498AFFDC54740,-122.3730302,0101000020110F0000350514ED9CFB69C17DD52CEC6A025741,0.14,47.54680438,53,6.08,148,0.56,351269.81,0.47,1456.04,0.35,20.72,147
0101000020E6100000E94999D450865EC0607E5D3C72C34740,-122.0986835,0101000020110F00006B8DC268B3EC69C1F186C96437FF5641,0.19,47.5269237,117,5.36,149,0.61,731773.51,0.69,2890.85,0.49,12.97,148
0101000020E6100000CDAD105663895EC0F84B936BEDC34740,-122.146688,0101000020110F00003A2087634FEF69C164DE3456D2FF5641,0.2,47.53068299,51,5.42,150,0.59,988074,0.18,3773.53,0.74,15.51,149
0101000020E61000006474401276945EC09CCDBAB166C54740,-122.3197065,0101000020110F00000C4821EEB6F869C11E3E41F2AC015741,0.15,47.54219648,11,5.79,151,0.49,304336.36,0.45,1466.36,0.13,56.73,150
0101000020E610000028A490BF0F8C5EC06412E45677C44740,-122.1884612,0101000020110F00001BD902A994F169C10BFF9AD37F005741,0.17,47.53489195,107,5.66,152,0.57,579559.98,0.36,2437.64,0.22,31.58,151
0101000020E6100000D58338C519995EC04B08D29C27C64740,-122.3921979,0101000020110F000064A9B6A4A7FC69C1272D5FAD9F025741,0.19,47.54808388,132,5.61,153,0.55,550322.54,0.54,1634.92,0.16,63.19,152
0101000020E610000043FDD3B25A8E5EC0874C1A1F3DC64740,-122.2242858,0101000020110F00008A1F402887F369C14FFBD6BDBA025741,0.23,47.54874028,58,5.58,154,0.55,1191880.69,0.57,3073.55,0.09,46.79,153
0101000020E610000052FD39BBEB925EC07821C264CFC64740,-122.2956379,0101000020110F0000DC7C640468F769C1F6086BCD72035741,0.14,47.55320415,45,6.32,155,0.53,386409.96,0.73,1868.89,0.39,60,154
0101000020E6100000075850BDDA935EC092898484E2C64740,-122.3102258,0101000020110F0000FF76C10133F869C1D9BB45DE8A035741,0.11,47.55378777,44,5.99,156,0.52,365612.84,0.61,1600.45,0.35,73.95,155
0101000020E610000089C44EC216925EC08C82E0F1EDC64740,-122.2826391,0101000020110F0000B34FC223B3F669C14877983F99035741,0.14,47.5541365,74,6.19,157,0.52,407441.91,0.46,1516.62,0.26,76.93,156
0101000020E61000009D418D8C1F835EC0479CA1FAFFC44740,-122.0488006,0101000020110F0000750AB64AFDE969C11ECC75B82B015741,0.13,47.53906186,44,5.37,158,0.46,479053.8,0.2,1787.95,0.66,47.89,157
0101000020E6100000C4888E2E80965EC0AB88C36725C64740,-122.3515736,0101000020110F0000E579DE5B72FA69C1ABF65FE69C025741,0.14,47.54801652,86,5.94,159,0.54,345455.8,0.64,1630.58,0.2,37.6,158
0101000020E6100000951007640A895EC029F4343F82C64740,-122.1412592,0101000020110F00003B83EDD803EF69C1FBCD27B911035741,0.21,47.55084982,89,5.35,160,0.64,896366.04,0.52,3054.72,0.59,29.84,159
0101000020E6100000F4EAD27597905EC01B71D8E8E2C64740,-122.2592444,0101000020110F0000D7A69A9A6DF569C120B4865C8B035741,0.15,47.55379973,89,5.96,161,0.54,526354.27,0.61,1854.04,0.12,70.48,160
0101000020E610000084FF63D7AC985EC0732103375AC74740,-122.3855494,0101000020110F000065EB44214BFC69C13FC7898021045741,0.19,47.55744064,76,5.58,162,0.56,493772.3,0.68,1692.91,0.23,56.91,161
0101000020E6100000E4E3C924D98A5EC092B5021AD7C44740,-122.1695034,0101000020110F0000032916DD8CF069C109927F4BF8005741,0.22,47.53781438,56,5.57,163,0.59,522779.46,0.5,2096.25,0.37,41.64,162
0101000020E6100000C0E0E4C8148A5EC0582914541AC84740,-122.1575186,0101000020110F00001D438C18E6EF69C1B1396C4A13055741,0.22,47.56330348,72,5.43,164,0.61,965526.67,0.72,2921.81,0.45,41.39,163
0101000020E61000001DA55C2BEB865EC0252F9D9C42C74740,-122.1081036,0101000020110F00009274437D36ED69C1DEEB39CC03045741,0.23,47.55672033,107,5.33,165,0.69,1060528.26,0.36,3703.03,0.37,24.91,164
0101000020E6100000F2D885D58E885EC023198B095EC84740,-122.1337179,0101000020110F0000CB5121E99AEE69C159117A8368055741,0.27,47.56536979,60,5.25,166,0.65,722650.98,0.62,2709,0.37,37.03,165
0101000020E61000009C977961A1915EC04699AA078EC84740,-122.2754749,0101000020110F000037A546734FF669C170AD21ECA4055741,0.18,47.56683441,107,5.91,167,0.51,486849.99,0.53,1738.88,0.15,56.21,166
0101000020E6100000CD32D5DD86805EC01EB216D9ADC84740,-122.0082316,0101000020110F00003C8BDBC6C8E769C1934116F9CC055741,0.28,47.56780542,111,5.36,168,0.55,585657.59,0.01,2179.28,0.69,24.6,167
0101000020E61000003EDAEED4128E5EC0F572D00C7FC84740,-122.2198994,0101000020110F00005A94E91E4AF369C104341F1192055741,0.22,47.56637726,79,5.43,169,0.56,1249925.67,0.57,3359.49,0.09,42.34,168
0101000020E6100000CE52B29C84985EC0E4A320D335C94740,-122.383094,0101000020110F00001FCB95F628FC69C1BCBBF52378065741,0.21,47.5719551,99,5.38,173,0.57,543472.88,0.62,1705.71,0.27,74.85,172
0101000020E6100000C50FDFD3E6815EC08E83013A82D74740,-122.0297136,0101000020110F00006A178CB2F3E869C106BFF7F57C185741,0.34,47.6836617,145,5.12,289,0.52,649189.97,0.01,2652.03,1.08,13.37,288
0101000020E6100000A5DB12B9E0945EC08008D40F28D94740,-122.326216,0101000020110F0000F1DA6C8211F969C10D1C9830911A5741,0.18,47.69653509,51,5.55,290,0.58,475792.2,0.51,1504.76,0.28,65.14,289
0101000020E6100000CBEE6E0AD0935EC067B47657CDC94740,-122.3095728,0101000020110F000006A79FEB29F869C19DA6CDE236075741,0.12,47.57657903,35,5.44,174,0.54,408569.8,0.63,1626,0.34,72.43,173
0101000020E61000007DE65196469A5EC0D3D87F1963C94740,-122.4105583,0101000020110F0000F2CD9020A7FD69C17371B022B1065741,0.16,47.57333678,69,5.3,177,0.52,703767.36,0.74,2055.94,0.06,53.54,176
0101000020E610000040344E9E8D855EC0134094DC9FC84740,-122.0867687,0101000020110F000001B4939D0DEC69C17B8A235EBB055741,0.22,47.56737859,41,5.04,178,0.51,723316.95,0.37,2373.9,0.06,33.73,177
0101000020E6100000870F913F3D815EC06DD5858A37CA4740,-122.0193633,0101000020110F0000399576AC63E869C1E7BE4E97BC075741,0.28,47.57981998,66,5.17,179,0.55,598140.59,0.08,2335.61,0.59,26.32,178
0101000020E6100000379902E3AA7D5EC0851F2088C1C64740,-121.9635551,0101000020110F000084932B1B5BE569C105D6D65B61035741,0.25,47.55278112,238,5.39,180,0.57,648767.57,0.31,2453.82,0.97,13.27,179
0101000020E61000005F419AB1E88D5EC08C90701063CA4740,-122.2173275,0101000020110F000093B13A5526F369C135829763F3075741,0.2,47.5811482,26,5.52,181,0.56,1212241.38,0.62,3283.85,0.13,39.12,180
0101000020E61000003F389F3AD6835EC002C85C5B70CA4740,-122.0599505,0101000020110F00004C31267198EA69C1F508212004085741,0.32,47.58155386,57,5.14,182,0.57,782351.11,0.37,2731.51,0.24,30.28,181
0101000020E61000003398D06E3E875EC0A668401853CA4740,-122.1131856,0101000020110F00008EFF7B347DED69C1932B4C48DF075741,0.22,47.58066085,42,5.37,183,0.55,868582.26,0.69,2678.81,0.09,45.52,182
0101000020E6100000B58993FB1D925EC09023292B7ECA4740,-122.28308,0101000020110F000004ED5746B9F669C1D875008415085741,0.2,47.58197536,118,5.59,184,0.53,741396.24,0.69,2314.81,0.1,76.21,183
0101000020E610000099863CDDD4935EC075D93BE549CB4740,-122.3098672,0101000020110F00000EA157042EF869C10FF99B0A16095741,0.2,47.58819261,52,5.46,185,0.52,431527.79,0.63,1526.35,0.32,43.33,184
0101000020E61000008BD2EF0C64895EC0812EAF961ACB4740,-122.1467316,0101000020110F0000F33DD7FE4FEF69C1FB72BA78DA085741,0.21,47.58674892,32,5.33,186,0.56,562404.06,0.31,2008.44,0.41,52.69,185
0101000020E610000095771F91807F5EC0968B00C014CB4740,-121.9922221,0101000020110F000027EB6F01EAE669C100979E1ED3085741,0.29,47.58657074,56,5.13,187,0.5,745213.55,0.09,3066.2,1.06,21.73,186
0101000020E610000053639D8518975EC0D18D55EF95C94740,-122.3608717,0101000020110F00002202C8BDF3FA69C10CB1D321F1065741,0.17,47.57488815,78,5.63,188,0.53,448315.18,0.63,1692.82,0.18,63.58,187
0101000020E6100000C416CCA92E955EC03A3AF062C8C94740,-122.3309731,0101000020110F00002C9447B453F969C13727C8A530075741,0.13,47.57642781,11,5.65,189,0.53,432026.18,0.82,1909.09,0.36,63.55,188
0101000020E61000009AFFA1AAD3985EC0FCCAFFBB70CB4740,-122.3879191,0101000020110F000010B5AB1A6CFC69C1BCD314F346095741,0.23,47.58937788,71,5.37,190,0.56,728827.38,0.68,2113.17,0.09,63.21,189
0101000020E6100000BA7DFBDF36925EC0C8E269BF56CC4740,-122.2845993,0101000020110F000047106E6ACEF669C1F142199E680A5741,0.21,47.59639733,92,5.44,192,0.55,621175.01,0.61,1800.83,0.13,52.36,191
0101000020E61000002112CF23108B5EC081EE686FB2CB4740,-122.1728601,0101000020110F0000D4226792BBF069C1C640A5AF99095741,0.22,47.59138291,65,5.53,193,0.52,720057.03,0.55,2356.31,0.36,51.03,192
0101000020E61000006C674E4D38885EC0B13B3833D5CC4740,-122.1284364,0101000020110F000033E33E6B51EE69C128E6DFE1070B5741,0.23,47.60025635,72,5.51,194,0.56,494833.43,0.47,1808.06,0.23,54.42,193
0101000020E61000001A749DA1138C5EC0211C794140CC4740,-122.1886982,0101000020110F0000B01542F597F169C19903614A4C0A5741,0.32,47.59571093,27,5.4,195,0.51,874370.37,0.52,2162.96,0.19,49.74,194
0101000020E6100000B4CFBE4DDA895EC096F2D6D0B8CC4740,-122.1539492,0101000020110F00004FEE8B6DB4EF69C1AFF8B821E40A5741,0.25,47.59939013,43,5.29,196,0.51,621120.7,0.42,2188.67,0.55,42.53,195
0101000020E610000033C005D9B2935EC0DB4225E88ECD4740,-122.307791,0101000020110F0000E914742011F869C1DB345ECCF10B5741,0.21,47.60592367,64,5.42,197,0.55,502047.34,0.47,1614.23,0.33,51.48,196
0101000020E61000008CD24AC6D68C5EC0FBEBB2EBA0CA4740,-122.2006088,0101000020110F0000C0D47AB13DF269C1E0E6A94541085741,0.26,47.58303591,103,5.4,198,0.52,1294370.73,0.44,2989.66,0.08,40.29,197
0101000020E6100000B80EC4680C935EC02EB022FEBCCD4740,-122.2976324,0101000020110F0000F5693FC583F769C1E2591BDA2B0C5741,0.23,47.6073301,60,5.31,199,0.56,557957.72,0.53,1778.33,0.2,81.15,198
0101000020E61000008F9F32A344945EC00E86D781B5CD4740,-122.3166893,0101000020110F0000D34A30F28CF869C157C2276C220C5741,0.21,47.60710166,16,5.38,200,0.54,546961.31,0.31,1548.44,0.35,66.94,199
0101000020E6100000AD9E3825C58F5EC032EC6AD186CB4740,-122.2464078,0101000020110F00001667C3FBBAF469C135EB4CC262095741,0.19,47.59005182,57,5.55,201,0.54,1062004.25,0.46,2606.33,0.09,49.81,200
0101000020E61000002AC93A1C5D815EC0CE2B091628CD4740,-122.021308,0101000020110F0000786EEBBB7EE869C1A2BB4448700B5741,0.3,47.60278583,105,5.05,202,0.54,720726.54,0.06,2814.01,0.77,18.4,201
0101000020E6100000DB38BDE6B0935EC0E20C5938A4CE4740,-122.3076722,0101000020110F000074E242790FF869C1A4F723264F0D5741,0.23,47.6143866,35,5.12,203,0.56,609564.86,0.57,1726.86,0.36,59.49,202
0101000020E61000004A4F47B6A98C5EC08A2EFBB743CF4740,-122.1978584,0101000020110F00001D92F06B17F269C17DFF1E1B180E5741,0.33,47.61925411,1,5.47,204,0.54,3000000,1,5090,0.19,3,203
0101000020E6100000C5CC994844845EC0FB9F7034CFCC4740,-122.0666677,0101000020110F0000B77951E9F5EA69C1DCA7C654000B5741,0.3,47.60007339,134,5.19,205,0.57,819228.53,0.33,2974.93,0.26,25.4,204
0101000020E6100000958E28A3008B5EC00660EA8423CE4740,-122.1719139,0101000020110F000082A9D367AEF069C1E73D3002AD0C5741,0.23,47.61045896,24,5.42,206,0.46,753145,0.58,2365.42,0.57,48.25,205
0101000020E6100000DBA337DC47945EC045E8906927CF4740,-122.316886,0101000020110F000087C7E0AE8FF869C1F592CC70F40D5741,0.24,47.61839027,18,4.99,207,0.57,629777.78,0.39,1475.56,0.27,59.5,206
0101000020E6100000CA970634C7945EC005845AFCBBCF4740,-122.3246584,0101000020110F000097D3E7D5FBF869C11CD077A5AF0E5741,0.27,47.62292437,5,4.77,209,0.56,766440,0.8,2354,0.14,90.4,208
0101000020E6100000B2ED597CAF935EC04C31495D99CF4740,-122.3075858,0101000020110F00001E327C450EF869C167B66F05840E5741,0.27,47.62186781,23,5.1,210,0.57,752103.26,0.48,1868.26,0.33,73.3,209
0101000020E6100000735A01CF07935EC07ACA83573FCF4740,-122.2973516,0101000020110F0000E0ACF9DC7FF769C1EA375997120E5741,0.28,47.61912054,93,5.27,211,0.54,549223.58,0.47,1482.94,0.24,54.06,210
0101000020E610000004C35ECDA6895EC008EF61E506CF4740,-122.1508058,0101000020110F0000D1770DB088EF69C1ABFBB278CB0D5741,0.38,47.61739795,25,5.15,212,0.5,711882.08,0.2,2521.6,0.6,37.88,211
0101000020E610000032D75878CD885EC0B9F19B802ECF4740,-122.1375409,0101000020110F0000CDE9821BD0EE69C1EBECB25FFD0D5741,0.46,47.61860664,28,5.09,215,0.53,564357.14,0.5,2114.64,0.46,45.75,214
0101000020E6100000254113BC7C865EC0CDAFA4E46ECF4740,-122.1013632,0101000020110F0000D66973B2D8EC69C1142A85814E0E5741,0.25,47.62057169,70,5.23,216,0.57,627166.7,0.5,2215.43,0.2,47.61,215
0101000020E6100000A400ACE9D5965EC07CFC31EF69D04740,-122.3568062,0101000020110F000020918F2BBBFA69C11C2D97D88A0F5741,0.25,47.62823286,25,4.96,217,0.56,1279820.6,0.6,2470,0.16,47.76,216
0101000020E610000052DE7D4482935EC0AD0A3FFE73D04740,-122.3048259,0101000020110F0000809B1ADEE7F769C1DEF2B085970F5741,0.3,47.62853983,51,5.25,218,0.56,1069191.86,0.65,2636.08,0.26,83.2,217
0101000020E610000021C3CF2456945EC0EF61A36AC3D04740,-122.3177578,0101000020110F00003BB76CD09BF869C102F4689DFB0F5741,0.27,47.63096364,31,5.11,219,0.59,1239594.19,0.68,2853.68,0.15,74.77,218
0101000020E6100000A36021CE1E955EC0164D672703D14740,-122.3300052,0101000020110F0000613D673C46F969C1E97854F14B105741,0.29,47.63290875,18,5.1,220,0.53,1002577.78,0.78,2156.33,0.06,41.06,219
0101000020E6100000F538C258157F5EC0A1B7BA9421CE4740,-121.9856779,0101000020110F00002E6688F18EE669C14CF11A91AA0C5741,0.34,47.61039981,64,5.21,221,0.47,869437.66,0.06,3544.78,1.17,13.84,220
0101000020E61000002A6AD553D0965EC023ED0C7469D14740,-122.3564653,0101000020110F000017E1326DB6FA69C11E9252E0CC105741,0.25,47.63603068,36,4.91,222,0.59,855382.78,0.36,1901.11,0.21,100.81,221
0101000020E61000001AC407767C975EC08D58B4CE32D14740,-122.3669715,0101000020110F00002B29A29E48FB69C112E7880088105741,0.24,47.63436302,58,4.92,223,0.57,984865.17,0.72,2214.36,0.17,77.19,222
0101000020E61000005E47C1F80E965EC0BC96EBC8ECD04740,-122.3446638,0101000020110F0000BA9D9D3512FA69C10FD930C02F105741,0.23,47.6322261,29,5.03,224,0.57,845672.41,0.59,1927.28,0.09,61.24,223
0101000020E6100000F02202C493875EC0AF969E5D7CD14740,-122.1183939,0101000020110F000032359DADC5ED69C14361A2B6E4105741,0.32,47.63660784,53,5.27,227,0.56,571153.77,0.26,2024.43,0.26,47.15,226
0101000020E6100000C19371E71D8B5EC019B590BAFCD04740,-122.1737002,0101000020110F000022EA0643C7F069C19ECD50D843105741,0.26,47.63271267,37,5.51,228,0.54,924571.95,0.46,3010.54,0.57,41.11,227
0101000020E6100000699C3C1BA8915EC04A48FF266FD14740,-122.2758854,0101000020110F0000329C912955F669C122DC2B0FD4105741,0.25,47.6362046,66,5.42,229,0.52,1574552.27,0.82,3141.89,0.1,65.15,228
0101000020E610000021133AF93E935EC0153FDF79D6D14740,-122.3007186,0101000020110F0000C985FBB6AEF769C14EE7C64A56115741,0.27,47.63935779,57,5.4,230,0.51,958285.96,0.72,2338.42,0.12,85.11,229
0101000020E6100000927538BA4A985EC087231F2627D14740,-122.379561,0101000020110F000004B03FCDF7FB69C106DBEB4E79105741,0.22,47.63400723,44,5.22,231,0.52,706327.25,0.75,2099.55,0.17,40.27,230
0101000020E610000020BAFB7758995EC0F6CAA3B836D94740,-122.3960247,0101000020110F00003096A1E4DCFC69C1FEDE1DB0A31A5741,0.2,47.69698246,45,5.26,291,0.54,726292.36,0.78,2207.11,0.1,55.18,290
0101000020E6100000BA8D61A989965EC06D1F8F6C70D24740,-122.3521522,0101000020110F00003FC0F8687AFA69C1355E1D5918125741,0.28,47.64405591,60,4.95,232,0.55,802354.83,0.78,2023.67,0.11,69.75,231
0101000020E610000079B361A89E945EC06CC9EC2489D24740,-122.3221837,0101000020110F00002E777866D9F869C138A29F8237125741,0.28,47.64481031,43,5.2,233,0.52,827560.42,0.58,2085.81,0.04,66.37,232
