the_geom,longitude,the_geom_webmercator,avg_tech,latitude,houses,avg_unemp,cartodb_id,avg_index,avg_price,avg_basement,avg_sqft,avg_water_dist,avg_age,ind
0101000020E6100000F3936A9F0E9A5EC069A0010E04D24740,-122.4071425,0101000020110F000012CFB89877FD69C1131457BE8F115741,0.23,47.64074874,136,5.3,234,0.57,973380.44,0.89,2509.74,0.12,68.04,233
0101000020E61000002FF76E980D825EC0E6A4411B4AD14740,-122.0320798,0101000020110F000075207B9F14E969C12706065EA5105741,0.3,47.63507405,103,5.1,235,0.54,631515.51,0.23,2468.16,0.6,25.68,234
0101000020E610000025146C6DAB955EC023AA090519D34740,-122.3385881,0101000020110F000082F59CAABDF969C1434F4DE3EC125741,0.26,47.64920104,57,4.99,236,0.52,651265.79,0.53,1801.93,0.09,57.35,235
0101000020E61000002A8BC22E0A945EC09051F932ACD44740,-122.3131215,0101000020110F00003F0CE34C5BF869C13AB9853DE9145741,0.13,47.6615051,2,6.32,244,0.54,764000,1,1980,0.22,96.5,243
0101000020E6100000950B957FAD945EC0C7C28C0059D44740,-122.3230895,0101000020110F00003DFF2101E6F869C14396B35480145741,0.2,47.65896613,33,5.54,245,0.54,638271.21,0.55,1751.76,0.15,74.03,244
0101000020E6100000CC6DB1915A8C5EC00F2A2F0111D74740,-122.1930279,0101000020110F0000283D9E34D4F169C1BBDF9321EE175741,0.25,47.68020644,64,5.35,292,0.53,725860.2,0.44,2257.34,0.34,33.44,291
0101000020E61000001FEA888D43955EC0EC9AB9554AD44740,-122.3322481,0101000020110F000070651D7265F969C16DEC16D66D145741,0.24,47.65851852,35,5.16,246,0.55,739710.03,0.37,1800.4,0.14,85.2,245
0101000020E61000008DE1FB2CE0955EC0125C596097D44740,-122.3418076,0101000020110F00003E3D3177EAF969C197E19AFBCE145741,0.24,47.66086964,38,5.02,247,0.54,593477.32,0.39,1442.63,0.2,85.29,246
0101000020E6100000EC34D25279965EC0CD6E561213D44740,-122.351155,0101000020110F000064E2B8886CFA69C110836F2728145741,0.27,47.65683202,73,4.97,248,0.55,577296.66,0.29,1579.11,0.16,47.53,247
0101000020E610000001ACE9D55B8F5EC09D7F6033E5D04740,-122.2399802,0101000020110F000002D6368B61F469C11776443126105741,0.27,47.63199465,51,5.37,249,0.52,2150594.71,0.41,3783.63,0.08,43.61,248
0101000020E6100000733BEA9E2B8D5EC08C33E1F2B3D34740,-122.2057874,0101000020110F0000C7BDCFC085F269C1362AAA37B0135741,0.32,47.6539291,23,5.56,250,0.52,1181056.52,0.52,2874.78,0.08,39.09,249
0101000020E6100000AA0EB9196E935EC0FB68273916D54740,-122.303595,0101000020110F0000E8DE5CBDD6F769C154D713F16E155741,0.16,47.6647407,2,6.9,251,0.49,596000,0.5,1465,0.31,81,250
0101000020E6100000FB57569A14975EC0A8ABF9F988D44740,-122.3606325,0101000020110F0000FB86B269F0FA69C10ACB22D3BC145741,0.24,47.66043019,66,4.98,252,0.52,610456.8,0.59,1687.27,0.14,69.71,251
0101000020E6100000625CBBFE6E8C5EC08BF9DAAF12D44740,-122.1942746,0101000020110F00004175A48DE5F169C1808542AB27145741,0.25,47.65682028,44,5.52,253,0.56,936593.52,0.57,2719.77,0.2,37.84,252
0101000020E6100000626FBD01418B5EC01E17D52222D44740,-122.1758427,0101000020110F00005E5F1713E5F069C1EB3F17263B145741,0.23,47.65729175,43,5.41,254,0.58,773625.95,0.28,2602.09,0.42,37.37,253
0101000020E6100000FC805193AA945EC0DEC3EB1B94D54740,-122.3229111,0101000020110F0000C6D0A185E3F869C1AD024AB30D165741,0.21,47.66858243,27,5.36,255,0.55,568516.67,0.48,1563.33,0.21,94.07,254
0101000020E6100000BD0743780F985EC0A2BA35C037D54740,-122.3759442,0101000020110F0000B3E86579C5FB69C10B27273999155741,0.23,47.66576388,58,5.1,256,0.5,514851.03,0.47,1404.66,0.15,34.5,255
0101000020E610000059FB3BDBA3885EC035A162FFE9D44740,-122.135001,0101000020110F000097C3D1C3ACEE69C1828A8A2B37155741,0.36,47.66339104,63,5.44,257,0.51,578447.46,0.49,2122.7,0.45,35.65,256
0101000020E61000001FA22CD736935EC0D0690EF7AED54740,-122.3002222,0101000020110F00006AD5B1CEA7F769C1D66221922F165741,0.21,47.66940201,33,5.81,258,0.5,651271.21,0.73,2046.06,0.37,89.21,257
0101000020E6100000A7CF0EB82E925EC0BD112741C9D54740,-122.2841015,0101000020110F000077AC277DC7F669C14B9B2EBA50165741,0.21,47.6702043,86,5.48,259,0.52,693616.2,0.77,1938.65,0.25,67.42,258
0101000020E61000004EE72F99CF905EC024C1C8897ED44740,-122.2626708,0101000020110F0000FB1835489DF569C148F98FA9AF145741,0.22,47.66011164,86,5.48,260,0.53,1212440.59,0.74,2693.6,0.08,72.34,259
0101000020E6100000052450B3F6935EC0A34ECCBCCDD54740,-122.3119324,0101000020110F00005FF40BC14AF869C1B5619D6156165741,0.2,47.67034111,27,5.82,261,0.53,741279.26,0.81,2179.63,0.27,93.44,260
0101000020E61000006CBC2A067E9A5EC0214DC47484D44740,-122.4139419,0101000020110F00007AADB435D6FD69C15D53EB1FB7145741,0.21,47.66029224,88,5.25,262,0.54,689462.26,0.69,1898.92,0.18,58.89,261
0101000020E61000000663E9E8DD895EC0B7A3CDAB99D54740,-122.1541693,0101000020110F00001A90977DB7EF69C181D60FB714165741,0.28,47.66875217,63,5.28,263,0.51,575244.86,0.43,2017.94,0.68,42.14,262
0101000020E6100000BCFCF3D926975EC023BE34C147D64740,-122.3617463,0101000020110F0000BC584DE9FFFA69C12D180947F0165741,0.25,47.67406478,55,4.87,264,0.53,603391.8,0.65,1766.36,0.22,73.67,263
0101000020E6100000E4B3869C88965EC05A434E0416D64740,-122.3520881,0101000020110F0000B815A28479FA69C1D80C1F8BB1165741,0.22,47.6725469,39,4.96,265,0.57,715498.72,0.56,1986.15,0.12,78.62,264
0101000020E6100000560E2DB21D985EC0C71DC23A86D64740,-122.3768125,0101000020110F0000C7177A8ED1FB69C1B8873F143F175741,0.23,47.67597136,107,5.1,266,0.52,557083.83,0.49,1533.83,0.25,62.23,265
0101000020E6100000A4D3A9E111925EC0DB952BF6F6D64740,-122.2823414,0101000020110F0000D4F748FFAEF669C18F327947CD175741,0.23,47.67941167,44,5.35,267,0.54,666828.07,0.68,2084.77,0.34,57.5,266
0101000020E6100000D6404EF3E9925EC0CFF29FE2F6D64740,-122.2955292,0101000020110F0000B7C62D8166F769C18968D12ECD175741,0.2,47.67940934,22,5.41,268,0.53,586509.23,0.5,1499.55,0.42,70.64,267
0101000020E6100000B3BC06D8228B5EC04CD886A38ED64740,-122.1740017,0101000020110F0000CD960975CBF069C1472AAAAF49175741,0.2,47.67622799,61,5.36,271,0.55,564643.28,0.16,1986.89,0.53,42.25,270
0101000020E61000003C4D66BCAD995EC01FE1CD7D66D64740,-122.401229,0101000020110F00004114834F25FD69C1DAE1DF0B17175741,0.21,47.67500279,98,5.19,272,0.52,650617.76,0.36,1709.69,0.12,56.24,271
0101000020E6100000944440CFB0855EC038B48ECBB4D54740,-122.0889166,0101000020110F00004394E0802BEC69C1E13D79EC36165741,0.3,47.66957993,41,5.14,273,0.5,704973.59,0.02,2553.17,0.43,22.24,272
0101000020E6100000B590DB8A58935EC07E0330F189D74740,-122.3022792,0101000020110F0000D256306EC4F769C19406C0B186185741,0.2,47.68389716,39,5.47,274,0.53,575592.31,0.64,1678.97,0.37,61.74,273
0101000020E6100000574FF74BD58F5EC034FE122B02D74740,-122.2473936,0101000020110F0000904667B3C8F469C147B46F6ADB175741,0.22,47.67975367,25,5.41,275,0.54,940583.2,0.84,2479.44,0.2,55.96,274
0101000020E6100000D4B1EF2F27875EC0523E0CC66BD94740,-122.1117668,0101000020110F000084C0667669ED69C1986E4AA2E61A5741,0.38,47.69860149,58,5.15,293,0.46,587968.28,0.43,2124.67,0.94,30.66,292
0101000020E61000006EE580B8868D5EC0A38AA8AACCD74740,-122.2113477,0101000020110F0000AB0DD81FD3F269C1237847DFDA185741,0.27,47.68593343,113,5.28,294,0.53,1031123.98,0.46,2566.1,0.15,37.67,293
0101000020E6100000AA23EC8090885EC031BB1F9EC2D74740,-122.1338198,0101000020110F000077E91E549CEE69C186CEC831CE185741,0.39,47.68562676,11,5.27,295,0.42,792659,0.27,2589.36,0.86,11,294
0101000020E6100000DAA3816962915EC0647FB0BEC7D84740,-122.2716316,0101000020110F000030E394F819F669C181D3BFA7171A5741,0.21,47.69359573,58,5.43,296,0.53,737287.48,0.69,2202.62,0.15,54.76,295
0101000020E6100000642C89A2F6935EC0EB1F443264D74740,-122.3119284,0101000020110F0000CD3CCCB24AF869C1F156A31357185741,0.19,47.68274525,66,5.44,276,0.56,590361.91,0.64,1797.95,0.25,83.23,275
0101000020E61000002002582E65965EC0520A5F04B2D74740,-122.3499256,0101000020110F0000A30A536D5BFA69C11FC55C40B9185741,0.24,47.68512015,78,4.98,277,0.56,556347.64,0.44,1569.55,0.12,78.47,276
0101000020E61000002050EC57F0975EC02823B238B1D74740,-122.3740444,0101000020110F00003DAFE209ABFB69C17FF3683FB8185741,0.24,47.68509587,99,5.04,278,0.54,542476.28,0.65,1587.07,0.36,78.61,277
0101000020E6100000781A7AD514975EC0F326F9F0B0D74740,-122.3606466,0101000020110F0000DFBAEC9BF0FA69C17C24EDE4B7185741,0.25,47.68508732,61,5.02,279,0.55,632330.2,0.69,1765.98,0.26,83.34,278
0101000020E61000007B7CE7BC6B925EC043D0A82BE5D74740,-122.2878258,0101000020110F000041D9F14FFBF669C1707357C9F9185741,0.22,47.68668123,43,5.36,280,0.56,557908.6,0.6,1619.63,0.29,65.21,279
0101000020E610000030F488D1F3825EC08D5E2E5E03D54740,-122.0461315,0101000020110F00004CA1C726D8E969C10570E22957155741,0.28,47.66416528,49,5.16,281,0.52,737770.92,0.12,2890.2,0.65,32.16,280
0101000020E61000006A38C02731955EC0BD725A43EBD74740,-122.3311252,0101000020110F0000440518D255F969C1307D147901195741,0.19,47.68686716,85,5.17,282,0.57,644645.98,0.58,1846.89,0.1,73.26,281
0101000020E61000009600A19AB7865EC0A02413A6DED74740,-122.1049563,0101000020110F0000E677E0B10AED69C19982F88EF1185741,0.34,47.6864822,34,5.12,283,0.5,612005,0.35,2407.65,0.69,29.24,282
0101000020E6100000D5F2B9C95E995EC0E59C33FDEDD74740,-122.3964104,0101000020110F00009EB49442E2FC69C1A12280E904195741,0.22,47.68695035,123,5.18,284,0.55,572290.41,0.55,1663.66,0.22,68.59,283
0101000020E61000001B1D46F7E2955EC0036D9B77D6D84740,-122.3419779,0101000020110F00002DCBD6D5ECF969C1B3D7533B2A1A5741,0.2,47.69404502,86,5.24,285,0.56,428673.88,0.24,1523.55,0.21,31.76,284
0101000020E6100000FAA2F3D0AD875EC009D9FD53BFD74740,-122.1199839,0101000020110F0000AEBE8CCDDBED69C1CFF15B0BCA185741,0.36,47.68552637,48,5.13,286,0.48,555257.44,0.6,2025.21,0.71,36.83,285
0101000020E6100000B5AE2C2C13935EC0F3F332CC01D94740,-122.2980452,0101000020110F0000E4D0BB8389F769C1F6DC12E8601A5741,0.2,47.69536736,45,5.41,287,0.53,539055.11,0.64,1779.16,0.37,62.62,286
0101000020E6100000E8830AB3F5935EC0B0C33D3B05D94740,-122.3118713,0101000020110F0000871365E749F869C116FB453D651A5741,0.19,47.69547215,63,5.4,288,0.56,491892.06,0.48,1504.08,0.39,60.59,287
0101000020E61000009EDB3AEE4A975EC07B62A59B27D94740,-122.3639484,0101000020110F0000F9C9AC8D1EFB69C12E38FD9D901A5741,0.2,47.69652124,74,5.23,297,0.54,438634.3,0.27,1342.65,0.34,57.59,296
0101000020E6100000ED1C14DEAF965EC0D795856522D94740,-122.3544841,0101000020110F0000C29CB8DB9AFA69C1AB80850A8A1A5741,0.2,47.6963622,42,5.27,298,0.55,410115.1,0.31,1329.52,0.35,59.33,297
0101000020E61000003198BF42E6955EC0CDC5C659E4D94740,-122.342179,0101000020110F000003C533A2EFF969C105ACCACB7E1B5741,0.18,47.70228121,75,5.28,299,0.55,373724.75,0.35,1437.28,0.38,43.61,298
0101000020E610000086E81038128B5EC0110F9336F6D84740,-122.172987,0101000020110F0000D3F57256BDF069C148C1FB49521A5741,0.22,47.69501383,61,5.55,300,0.51,560355.74,0.28,2040.98,0.58,34.43,299
0101000020E610000004464DAA6C7E5EC02FDEB0E998D44740,-121.9753824,0101000020110F00004F9DA8AEFFE569C1C9309BEBD0145741,0.27,47.66091653,105,5.29,301,0.45,723896.62,0.21,2970.19,1.38,25.32,300
0101000020E61000004A4EDCE07A985EC0E2EB0833AFD94740,-122.3824999,0101000020110F0000719D44B220FC69C16F2970B83B1B5741,0.21,47.70065916,59,5.18,302,0.56,685990.34,0.54,1990.37,0.19,53.69,301
0101000020E6100000CD6ACBCAC08C5EC0E611B3C927DA4740,-122.1992671,0101000020110F0000D7540B062BF269C1AC952EE7D31B5741,0.24,47.70433923,25,5.39,303,0.53,531880,0.64,1955.84,0.19,39.84,302
0101000020E6100000E61E12BEF7895EC0708C8D0E82D84740,-122.155746,0101000020110F0000D070266ECDEF69C1EE0FD2B9BF195741,0.25,47.69146902,42,5.45,304,0.49,622806.9,0.14,2303,0.73,30.64,303
0101000020E6100000CB5FC6B9F2925EC022C9E6896BDA4740,-122.2960648,0101000020110F0000AC171BF56DF769C16484C068291C5741,0.21,47.70640682,23,5.6,305,0.5,481873.91,0.57,1822.17,0.31,62.96,304
0101000020E6100000598BAABAA2935EC04A8A7E2370DA4740,-122.3068072,0101000020110F00003711F06F03F869C18C77FC362F1C5741,0.17,47.7065472,31,5.34,306,0.52,475035.48,0.58,1745,0.44,59.19,305
0101000020E6100000B5C01E13A9945EC0102D26F482DA4740,-122.3228195,0101000020110F00003218553FE2F869C195CC1AF6461C5741,0.16,47.70712139,35,5.54,307,0.53,420647.14,0.49,1652.14,0.51,51.09,306
0101000020E610000077E569AF74975EC05237610C76DA4740,-122.3664969,0101000020110F0000AA87000442FB69C1C3C265AC361C5741,0.17,47.70672755,61,5.2,308,0.56,475582.57,0.46,1599.51,0.26,53.16,307
0101000020E6100000CADDE7F8688C5EC083CA8D5C16DB4740,-122.193907,0101000020110F000046422B70E0F169C133ECAE03011D5741,0.24,47.71161992,28,5.35,309,0.5,429807.82,0.29,1682.5,0.34,37.82,308
0101000020E6100000420B64D14F915EC028BE350B8FDA4740,-122.2704967,0101000020110F00004C5CD02D0AF669C1CA986D38561C5741,0.19,47.70749035,29,5.5,310,0.53,816660.34,0.66,2561.38,0.04,61.93,309
0101000020E6100000EF3DB72B4F925EC0960CBE380ADB4740,-122.2860822,0101000020110F0000D9F9D90CE3F669C1F3CEF4B0F11C5741,0.19,47.71124944,44,5.48,311,0.53,452263.64,0.39,1569.36,0.14,63.52,310
0101000020E61000006BF706BA51935EC0DA0C26B49BDB4740,-122.3018632,0101000020110F00006FC34DA4BEF769C1698AFC53A91D5741,0.18,47.7156892,45,5.47,312,0.53,422867.24,0.36,1601.49,0.35,42.98,311
0101000020E610000016A64AEF768E5EC08120E5CC9BDA4740,-122.2260092,0101000020110F0000500663239FF369C177082152661C5741,0.24,47.70787965,86,5.51,313,0.57,665604.1,0.5,2396.4,0.19,33.86,312
0101000020E6100000C42C0F2D8D965EC08B062107C2DB4740,-122.3523667,0101000020110F00003D9411657DFA69C1B398B4B4D91D5741,0.12,47.71685876,46,5.15,314,0.59,430644.57,0.48,1670.37,0.33,57.61,313
0101000020E6100000F358333248955EC097985FB4E4DB4740,-122.3325315,0101000020110F0000A526A66369F969C1C291FA7A051E5741,0.15,47.71791701,102,5.46,315,0.54,404871.57,0.31,1559.82,0.57,53.1,314
0101000020E61000003157AB1B94825EC0D2B01004E5DA4740,-122.0402898,0101000020110F0000FC6B56DD86E969C199F5EFBAC21C5741,0.24,47.71011401,115,5.24,316,0.44,630844.46,0.03,2135.04,1.56,11.77,315
0101000020E6100000B5C189E8578A5EC08A10AA1689DC4740,-122.1616155,0101000020110F000058489F1A1FF069C1C8A60D01D51E5741,0.24,47.72293361,60,5.25,317,0.49,471548.08,0.53,2004.83,0.78,36.68,316
0101000020E6100000DC0D47FCAF8C5EC0CCE461C2E4DC4740,-122.1982413,0101000020110F0000A749EABF1CF269C144B8B2BD481F5741,0.17,47.72573118,59,5.49,318,0.48,415255.59,0.41,1679.32,0.57,40.88,317
0101000020E61000000E49D2DAD98E5EC087414FB9F8DC4740,-122.2320468,0101000020110F0000382DAB26F3F369C189B098F2611F5741,0.21,47.72634045,86,5.46,319,0.57,403017.72,0.24,1562.6,0.43,42.97,318
0101000020E610000025BCF37A668B5EC0DE9025F7E4DB4740,-122.1781299,0101000020110F0000E0FE9BE604F169C1408645CF051E5741,0.22,47.71792497,56,5.33,320,0.5,439950,0.34,1904.11,0.65,44.2,319
0101000020E6100000A38BF27112925EC041370BE6F5DC4740,-122.2823758,0101000020110F0000BC55D379AFF669C18D3C6B615E1F5741,0.17,47.72625423,55,5.68,321,0.55,525288.13,0.45,1920.67,0.11,56.22,320
0101000020E6100000E9FEFB9DB78D5EC0275216953FDC4740,-122.2143321,0101000020110F000035C3F1A6FCF269C1E3677D34781E5741,0.22,47.72069038,74,5.63,322,0.53,431120.23,0.58,1767.41,0.35,42.84,321
0101000020E610000098384DFAD6935EC0BD7ACB8B02DD4740,-122.3099962,0101000020110F00003881DECF2FF869C1EDD655596E1F5741,0.16,47.7266402,92,5.68,323,0.54,397754.4,0.39,1630.49,0.37,57.7,322
0101000020E6100000BAE5D99B4E955EC011BD94D381DD4740,-122.3329229,0101000020110F00004544E7D56EF969C11F26A00E0F205741,0.11,47.73052449,56,5.33,324,0.57,373261.84,0.29,1443.57,0.52,46.68,323
0101000020E6100000F72D292D92965EC04F82CC084EDD4740,-122.3526719,0101000020110F00004F6442A481FA69C161304FA9CD1F5741,0.12,47.72894392,31,5.5,325,0.61,433900,0.16,1662.26,0.27,39.42,324
0101000020E61000002565411743865EC00FC0BCB6EDDC4740,-122.0978449,0101000020110F0000F3AA7ABDA7EC69C110F0F10B541F5741,0.27,47.72600445,47,5.11,328,0.42,682500.45,0.26,2750.64,1.43,30.74,327
0101000020E610000029931ADA00905EC078A0A93267DB4740,-122.250052,0101000020110F0000120B38B1EDF469C1574ED00C671D5741,0.22,47.71408685,42,5.43,329,0.55,1036135.71,0.55,2890.71,0.09,39.24,328
0101000020E61000009299661591845EC0E30ABD38D0DB4740,-122.0713552,0101000020110F000003EC3D2337EB69C10761999FEB1D5741,0.26,47.71729192,60,5.19,330,0.39,837733.33,0.1,3264.97,1.46,31.12,329
0101000020E610000056197C5006945EC058CE39D3DFDE4740,-122.3128854,0101000020110F00002B8CD80358F869C10DF4B609C9215741,0.15,47.7412056,60,5.7,331,0.56,350003.6,0.23,1473.83,0.44,60.82,330
0101000020E6100000B3FAD97E68955EC084599166E6DE4740,-122.3345029,0101000020110F0000D38237D284F969C1E163AC57D1215741,0.11,47.74140627,79,5.49,332,0.54,361975.01,0.48,1627.72,0.57,59.67,331
0101000020E6100000E2BA18B95D925EC07DA3EBFCBADE4740,-122.2869704,0101000020110F0000658DD168EFF669C16381F6839A215741,0.2,47.74008142,54,5.62,333,0.55,598149.44,0.39,2079.63,0.11,53.93,332
0101000020E6100000593FEC3B758E5EC062B96B2A07DF4740,-122.2259054,0101000020110F00003FC4A0B19DF369C1151425B9FA215741,0.2,47.74240618,89,5.54,334,0.54,490259.16,0.26,2258.33,0.44,30.71,333
0101000020E6100000DA30540F62905EC01E2A950922DF4740,-122.2559851,0101000020110F00002E963F4040F569C1D75E5CA91C225741,0.2,47.74322624,73,5.53,335,0.56,493085.73,0.55,2119.52,0.2,43.11,334
0101000020E6100000689DA7F056975EC0D1A1C2C716DF4740,-122.3646814,0101000020110F00005DF1C8C028FB69C109FBAB710E225741,0.15,47.7428827,36,5.52,336,0.59,454255.78,0.44,1954.17,0.35,55.83,335
0101000020E61000009E4DFD729C8B5EC03D326F3820DF4740,-122.1814239,0101000020110F00009D0193BC32F169C104A8E25D1A225741,0.22,47.74317079,35,5.47,337,0.47,455265.03,0.43,2008,0.91,36,336
0101000020E6100000372273C0898A5EC021293B60CBDE4740,-122.1646577,0101000020110F0000E4809E6F49F069C13C544936AF215741,0.2,47.74058154,51,5.46,338,0.47,486460.59,0.53,2164.43,0.99,32.08,337
0101000020E61000007720A11CBB8C5EC04B06DBE360DF4740,-122.1989204,0101000020110F00003974053326F269C154DF850B6C225741,0.17,47.74514435,60,5.41,339,0.47,491205.42,0.42,2085.82,0.76,35.47,338
0101000020E610000079DF9D2141955EC0E888D750C5E04740,-122.3321003,0101000020110F000017409E6363F969C1889AF1442E245741,0.13,47.7560216,46,5.7,340,0.53,369911.3,0.41,1735.54,0.65,55.98,339
0101000020E6100000EEC968893A965EC0E6E1CAFAC9E04740,-122.3473228,0101000020110F0000918A913537FA69C16364422934245741,0.16,47.75616393,36,5.59,341,0.57,388637.5,0.42,1749.72,0.46,57.92,340
0101000020E6100000CC666902A0925EC0E76DAE9276E04740,-122.2910162,0101000020110F0000B5FCDCB427F769C1639ACCCBCA235741,0.19,47.75361856,54,5.74,342,0.54,449779.63,0.33,1769.81,0.19,58.8,341
0101000020E6100000AE72576515945EC07F0173E3CCE04740,-122.3138059,0101000020110F00007470DFD264F869C1D023FCD537245741,0.15,47.7562527,82,5.82,343,0.57,351025.59,0.27,1517.07,0.47,58.32,342
0101000020E6100000FEA1F4E0C9975EC0F369A1A60EE14740,-122.3716967,0101000020110F00003757DA5E8AFB69C1B56E50EA8A245741,0.16,47.75825961,67,5.66,344,0.58,610576.12,0.58,2204.33,0.23,56.43,343
0101000020E6100000D7C8096E7F825EC0C242D6E88FE04740,-122.0390277,0101000020110F0000F07D744D75E969C174436BCDEA235741,0.21,47.75439177,80,5.29,345,0.34,603335.63,0.21,2584.5,2.15,30.81,344
0101000020E61000000FAB894FCB855EC095726B90D1E04740,-122.0905341,0101000020110F0000CB2BC60242EC69C1224C1FBE3D245741,0.21,47.75639539,109,5.23,346,0.34,520323.5,0.34,2328.82,2.02,37.33,345
0101000020E61000008995760FF5875EC065F259E0A3E04740,-122.1243323,0101000020110F0000F1F9854F18EE69C177CD9C0604245741,0.21,47.75500111,58,5.24,347,0.4,679548.97,0.29,2527.07,1.71,37.81,346
0101000020E61000006CE1C33673895EC024A2904B39E14740,-122.1476571,0101000020110F0000B3C7ADDF5CEF69C1BF8467CAC0245741,0.18,47.75956101,43,5.04,348,0.39,515228.49,0.51,2332.56,1.57,34.93,347
0101000020E610000082AD122C0E8B5EC00C23397039E24740,-122.17274,0101000020110F00004F6E94E6B9F069C1B456F86B04265741,0.19,47.76737788,61,5.36,349,0.39,490970.08,0.26,2205.41,1.3,23.26,348
0101000020E61000000352AC64918C5EC01C05A99002E24740,-122.1963741,0101000020110F000018F587C402F269C1B7272516BF255741,0.16,47.76570328,36,5.44,350,0.46,445351.39,0.53,2112.22,0.82,47.28,349
0101000020E610000084BD8921B98D5EC026E9B366D8E14740,-122.2144245,0101000020110F0000E70618F0FDF269C153D0CECF89255741,0.16,47.76441654,33,5.53,351,0.48,459613.64,0.36,2196.97,0.61,40.76,350
0101000020E6100000113D844C0D8F5EC060D76112CFE14740,-122.2351867,0101000020110F000015E3B1D71EF469C1B81D2C067E255741,0.19,47.76413183,76,5.56,352,0.48,452311.45,0.17,2120.92,0.42,28.07,351
0101000020E6100000341E5B8583905EC0116490FD24E24740,-122.2580274,0101000020110F00005BBB60AB5CF569C163C4A395EA255741,0.19,47.76675386,64,5.48,353,0.52,436232.61,0.63,2171.41,0.31,43.3,352
0101000020E6100000467EFD109B915EC089006DCCE7E14740,-122.2750895,0101000020110F0000F41A65164AF669C1E5D732449D255741,0.18,47.76488643,81,5.58,354,0.55,525512.04,0.74,2361.98,0.3,47.25,353
0101000020E61000003AE1CA7E02935EC03C6B964F7FE24740,-122.2970273,0101000020110F00007403BF597BF769C1BA1B69B65C265741,0.19,47.76951022,49,5.68,355,0.51,415310.2,0.43,1980.2,0.5,49.24,354
0101000020E61000002A4E5A5D73945EC026A09121AAE24740,-122.3195413,0101000020110F0000F790A6A1B4F869C1516568D292265741,0.16,47.77081699,39,5.83,356,0.51,339014.05,0.56,1533.85,0.69,51.46,355
0101000020E610000074B515FBCB955EC0D8D799C69FE24740,-122.340575,0101000020110F000008396550D9F969C10BCB81BC85265741,0.16,47.77050097,63,5.91,357,0.56,376761.51,0.41,1724.44,0.6,56.25,356
0101000020E610000002AC9F4841975EC04DD43507C6E24740,-122.3633596,0101000020110F0000ECD53C5C16FB69C1C8EB0E13B6265741,0.18,47.77166834,55,5.61,358,0.58,445723.36,0.58,1971.27,0.38,52.18,357
0101000020E6100000885D2569C8985EC0E576165AA9E24740,-122.3872321,0101000020110F0000BE4C6C8B62FC69C1941855D691265741,0.18,47.77079321,36,5.39,359,0.54,677984.72,0.69,2489.44,0.11,47.44,358
