bu_water_dist,bt_constant,bt_age,bt_round_basement,bt_water_dist,bt_tech,bt_index,bu_constant,bu_sqft,bu_age,bu_round_basement,bt_sqft,bu_tech,bu_index,b_constant,b_sqft,b_age,b_round_basement,b_water_dist,b_tech,b_index,cartodb_id,objectid
"-0.168091770209056","-0.157796006524355",,"-0.0172510513190048","-0.168091770209056","0.665087784764316",,"-0.157796006524355","0.627116169790212","-0.0629533999159493","-0.0172510513190048","0.627116169790212","0.665087784764316","-0.159892916331029","-0.157796006524355","0.569347643782951","-0.0633364575680947","-0.0305089701071804","-0.140783092465313","0.177791928525904","-0.0250605507125014","93","94"
"-0.111942403075175","0.260558920700816","0.185525623917111","-0.0197235480199318",,,,"0.260558920700816","0.535964657604473","0.185525623917111","-0.0197235480199318","0.535964657604473","0.450594712100238","0.240347263039049","0.260558920700816","0.486592803148616","0.186654506709865","-0.0348816501568643","-0.0937559147798937","0.120453426875468","0.0376704291360286","319","321"
"-0.112749642543992",,,"-0.0168084642979807",,,,"0.096560316118278","0.64443213194329","0.0183442453931938","-0.0168084642979807","0.64443213194329","0.00349375538534058","-0.328445536987115","0.096560316118278","0.585068498588828","0.0184558661091532","-0.0297262424957116","-0.0944320077774199","0.00093395416663318","-0.0514783658015188","157","159"
"-0.179567743400969","0.404335909004096","0.246027482190781","-0.0195278902361245","-0.179567743400969",,,"0.404335909004096","0.518967735233531","0.246027482190781","-0.0195278902361245","0.518967735233531","0.710266254679535","0.330543669007889","0.404335909004096","0.471161598900295","0.247524505541658","-0.0345356238557982","-0.150394645684113","0.189869082065752","0.0518072130394994","273","275"
"-0.251074195251191","0.272703589849969",,"-0.0190846203796205","-0.251074195251191","1.08561578984391",,"0.272703589849969","0.507785472475193","0.0938314907679007","-0.0190846203796205","0.507785472475193","1.08561578984391","0.409693080021968","0.272703589849969","0.461009420946167","0.0944024348407997","-0.0337516886305522","-0.210283951449506","0.290207893357894","0.0642125645340985","189","191"
"-0.174222916784756",,"0.163280157395519","-0.0196856390865806","-0.174222916784756",,,"0.0887411026517296","0.658218277534471","0.163280157395519","-0.0196856390865806","0.658218277534471","0.414844946194593","0.0180063070213752","0.0887411026517296","0.597584695566835","0.164273681396087","-0.0348146071405854","-0.145918155140967","0.11089676387501","0.00282218862854323","333","335"
"-0.214430988802195","0.140392892070677",,"-0.0172276782070677","-0.214430988802195","0.465810139126042",,"0.140392892070677","0.7567387235454","0.0408902066368157","-0.0172276782070677","0.7567387235454","0.465810139126042","-0.387216906081088","0.140392892070677","0.68702966047586","0.0411390145895387","-0.0304676341004517","-0.179593906866605","0.124520829970567","-0.0606897987368803","163","165"
"-0.225956490089183","0.195244564199998",,"-0.0183658372022367","-0.225956490089183",,,"0.195244564199998","0.711867625829554","-0.00314386077890847","-0.0183658372022367","0.711867625829554","0.110689688384672","-0.2755335281745","0.195244564199998","0.64629198699661","-0.00316299048326516","-0.0324805003379183","-0.189246941702142","0.0295896776585904","-0.0431852899694187","226","228"
"-0.152880187695342","0.372616984368059","0.233274442579226","-0.0196077253832808","-0.152880187695342",,,"0.372616984368059","0.456282415072871","0.233274442579226","-0.0196077253832808","0.456282415072871","0.538936304127272","0.324287308572233","0.372616984368059","0.414250708936812","0.234693866476891","-0.0346768145619793","-0.128042827877056","0.144068989174663","0.0508266327763385","282","284"
"-0.165000386683784","0.142670794300101",,"-0.0180273679710034","-0.165000386683784",,,"0.142670794300101","0.61815824428506","0.0211406956063546","-0.0180273679710034","0.61815824428506","-0.0359305716871623","-0.262634698815382","0.142670794300101","0.561214902155116","0.0212693321094585","-0.0318819079700131","-0.138193944096284","-0.00960499618191388","-0.0411636133704576","215","217"
"-0.144941767348895",,,"-0.018240547115795","-0.144941767348895",,,"0.125998912039192","0.56764299217612","-0.0175314210354812","-0.018240547115795","0.56764299217612","-0.0561722311314291","-0.217277407958268","0.125998912039192","0.515353001045233","-0.0176380958932266","-0.0322589212914421","-0.121394106382408","-0.0150160167292783","-0.0340546137112538","234","236"
"-0.232328205062038","-0.60624987835062",,,"-0.232328205062038",,,"-0.60624987835062","0.464997129884833","-0.0481991848775873","-0.0153515172138769","0.464997129884833","0.251064819437741","-0.266200811954978","-0.60624987835062","0.422162643891528","-0.0484924663622916","-0.0271495905447839","-0.194583489333656","0.0671148973945773","-0.0417225421912713","14","14"
"-0.193042634332713",,,"-0.0199794496336314","-0.193042634332713",,,"0.0644892967933611","0.598583856833887","-0.0782143845554523","-0.0199794496336314","0.598583856833887","0.4125110839824","0.178919742046702","0.0644892967933611","0.543443663091788","-0.0786903019570829","-0.0353342193677701","-0.161680366654535","0.110272873505761","0.0280426886438552","371","373"
"-0.173478317923221","0.170423321713856",,"-0.0190877521927196","-0.173478317923221",,,"0.170423321713856","0.588708758247029","-0.0488126689885436","-0.0190877521927196","0.588708758247029","0.103217053408279","-0.172691034508938","0.170423321713856","0.534478236296251","-0.0491096833897144","-0.0337572273302207","-0.145294525975526","0.0275920854398523","-0.0270664425117232","297","299"
"-0.228409260595486","0.227173482872374",,"-0.0187687262047047","-0.228409260595486","0.807517895765639",,"0.227173482872374","0.59939987378315","0.107268925329451","-0.0187687262047047","0.59939987378315","0.807517895765639","0.238319495841355","0.227173482872374","0.544184510401634","0.107921633248955","-0.0331930208855366","-0.191301227980141","0.215866487546797","0.0373526104117411","183","185"
"-0.239425947690282","-0.522945267497843",,,"-0.239425947690282","0.459119460494506",,"-0.522945267497843","0.53923515933469","-0.0554967874536433","-0.0153533726123354","0.53923515933469","0.459119460494506","-0.271695256430949","-0.522945267497843","0.489562033641764","-0.0558344732519003","-0.0271528718692124","-0.200528112056614","0.122732271100148","-0.0425837048217785","50","50"
"-0.217804940303541","-0.562247225954285",,,"-0.217804940303541",,,"-0.562247225954285","0.453816060322412","-0.0279191071795461","-0.0146248894912462","0.453816060322412","0.179457870243125","-0.280159134109979","-0.562247225954285","0.412011549218802","-0.0280889888326493","-0.0258645289529513","-0.182419716396701","0.047972856471846","-0.0439102766341319","7","7"
"-0.22047451971074",,,"-0.0195828427097882","-0.22047451971074",,,"0.101301452230506","0.664776566521481","0.0514289560823428","-0.0195828427097882","0.664776566521481","0.305946607868714","-0.0583783667824948","0.101301452230506","0.603538849776016","0.0517418900175313","-0.0346328088531251","-0.184655588171148","0.0817859516969067","-0.00914983637071736","332","334"
"-0.0295908947686963",,,"-0.0178478844024021",,"0.923725161010346",,"-0.0908262778059028","0.593836837875446","-0.0567380543461537","-0.0178478844024021","0.593836837875446","0.923725161010346","0.0155540237288945","-0.0908262778059028","0.539133928804622","-0.057083292981623","-0.031564486224061","-0.0247834719639848","0.246931129342765","0.00243783407911841","123","125"
"-0.196616575772888","0.454514473000165","0.162959153808898","-0.0194386845434545","-0.196616575772888","0.888583548445905",,"0.454514473000165","0.519714816911667","0.162959153808898","-0.0194386845434545","0.519714816911667","0.888583548445905","0.471326842501109","0.454514473000165","0.471839861100586","0.163950724572939","-0.0343778610759692","-0.164673675176493","0.237537038498718","0.0738726299432065","233","235"
"-0.211080344868975","0.177474739731",,"-0.0186091788451494","-0.211080344868975",,,"0.177474739731","0.661037447528163","-0.0203306633068285","-0.0186091788451494","0.661037447528163","0.068969755024869","-0.236563685307012","0.177474739731","0.600144169984261","-0.020454370940781","-0.0329108568867553","-0.176787618289346","0.0184370635527097","-0.0370774163634548","240","242"
"-0.114982090212646",,,"-0.0161805194053842",,,"-0.391886883523318","0.0171755410911641","0.712041394508756","0.0644465798084807","-0.0161805194053842","0.712041394508756","0.22128092655159","-0.391886883523318","0.0171755410911641","0.646449748497322","0.0648387231332765","-0.0286157042680455","-0.0963017655066004","0.0591530375069923","-0.0614217398960181","148","150"
"-0.233940712012985","-0.556189304960573",,,"-0.233940712012985",,,"-0.556189304960573","0.437869432974811","-0.00845493116290724","-0.014740943694049","0.437869432974811","0.367140514643198","-0.28619117235253","-0.556189304960573","0.397533889187044","-0.00850637756746424","-0.0260697740790974","-0.195934023716712","0.0981443677567135","-0.0448556981308807","43","43"
"-0.222543164752815",,,"-0.0177763438420456","-0.222543164752815","1.01475314677706",,"0.0217166210370772","0.668748852744976","0.0480260567856688","-0.0177763438420456","0.668748852744976","1.01475314677706","-0.1064958485398","0.0217166210370772","0.607145217959019","0.0483182848238475","-0.0314379647282399","-0.186388155124747","0.27126482108998","-0.016691449966909","142","144"
"-0.163572620976483","-0.340866442242486",,"-0.0159695265735768","-0.163572620976483","0.673557577111038",,"-0.340866442242486","0.591772438951044","-0.0442066406049685","-0.0159695265735768","0.591772438951044","0.673557577111038","-0.282658730165345","-0.340866442242486","0.537259697649285","-0.0444756283321125","-0.0282425575027032","-0.136998137357263","0.18005608184526","-0.044302046670877","76","77"
"-0.234243485061404",,,"-0.0187459398393868","-0.234243485061404","0.875500540062754",,"0.140773695707005","0.495384203843458","0.0665506946965625","-0.0187459398393868","0.495384203843458","0.875500540062754","0.345482139975578","0.140773695707005","0.449750529188106","0.0669556410996661","-0.0331527225567287","-0.196187607375321","0.23403967567738","0.0541485694788174","161","163"
"-0.21849244763962","0.482482779879217","0.147969358237884","-0.0194230016898972","-0.21849244763962","1.04043405292324",,"0.482482779879217","0.601965142848872","0.147969358237884","-0.0194230016898972","0.601965142848872","1.04043405292324","0.450442650366471","0.482482779879217","0.546513472671459","0.148869719378533","-0.0343501255077696","-0.182995529291916","0.278129866478897","0.0705993807706404","230","232"
"-0.191015883884793",,,"-0.0200414924219756","-0.191015883884793",,,"0.115970059502356","0.584977094088995","-0.00419279339748307","-0.0200414924219756","0.584977094088995","0.590881178937629","0.229740813904414","0.115970059502356","0.531090324617181","-0.00421830562711507","-0.0354439437862974","-0.159982887977507","0.157954944805081","0.0360080449446754","373","375"
"-0.22849732599456","-0.416264417771154",,"-0.0161452988791534","-0.22849732599456","0.50882352087411",,"-0.416264417771154","0.607057116818795","-0.0439562991845404","-0.0161452988791534","0.607057116818795","0.50882352087411","-0.256832469010918","-0.416264417771154","0.551136385493096","-0.044223763638964","-0.0285534157754741","-0.191374986018416","0.136019209986853","-0.0402542105176175","61","61"
"-0.214022059871049","0.132456431022808",,"-0.0194846151481209","-0.214022059871049",,,"0.132456431022808","0.664810141607357","-0.0086568820670815","-0.0194846151481209","0.664810141607357","0.249285538663127","-0.0952151191708806","0.132456431022808","0.603569332000768","-0.00870955729866459","-0.0344590906438871","-0.179251413718643","0.0666392582871477","-0.0149233835827889","334","336"
"-0.158660881618432",,,"-0.018151086357518","-0.158660881618432","0.892198812291263",,"0.0172068005245787","0.548638902068952","0.0112354887449211","-0.018151086357518","0.548638902068952","0.892198812291263","0.141339491541922","0.0172068005245787","0.498099524821882","0.0113038542334425","-0.0321007074209037","-0.132884373457044","0.238503474427809","0.0221526104892122","127","129"
"-0.197043540986468","0.382898246667212","0.138365006587988","-0.0192497404425399","-0.197043540986468","0.867101787318606",,"0.382898246667212","0.540451385727526","0.138365006587988","-0.0192497404425399","0.540451385727526","0.867101787318606","0.499415474996644","0.382898246667212","0.49066622400461","0.139206927352132","-0.0340437081121797","-0.16503127438","0.231794512735283","0.0782750551115726","211","213"
"-0.198111905167749",,,"-0.0185621918629643","-0.198111905167749","0.880274404714832",,"0.0924790079005779","0.518071156929261","0.044506371037304","-0.0185621918629643","0.518071156929261","0.880274404714832","0.286168648763046","0.0924790079005779","0.470347611365619","0.0447771825584899","-0.0328277590854443","-0.165926069009938","0.235315829927176","0.0448521679334871","147","149"
"-0.151521500646043","0.20636916395686",,"-0.0198368694459819",,,,"0.20636916395686","0.582363733320538","0.110587535432839","-0.0198368694459819","0.582363733320538","0.431181470260456","0.268823183435315","0.20636916395686","0.528717700743723","0.11126043636807","-0.0350820622903587","-0.126904877076401","0.115263859746585","0.0421335552303601","329","331"
"-0.235802809647718","0.209483513948328",,"-0.0183990440025737","-0.235802809647718",,,"0.209483513948328","0.736071774156522","-0.0132472739656912","-0.0183990440025737","0.736071774156522","0.151217467184739","-0.279128232691203","0.209483513948328","0.668266503814351","-0.0133278807267144","-0.0325392274995331","-0.197493599555339","0.0404236038211174","-0.0437487000122426","227","229"
"-0.184930022088029","0.176829800108334",,"-0.0176442520757299","-0.184930022088029",,,"0.176829800108334","0.714134456144784","0.063097737469408","-0.0176442520757299","0.714134456144784","0.120205036348642","-0.342522677524118","0.176829800108334","0.648350002019989","0.0634816733839573","-0.0312043567193477","-0.15488575298393","0.0321333299460985","-0.053684723046165","182","184"
"-0.139517824985948","-0.274441225343951",,"-0.0162696202668781","-0.139517824985948","0.870558636939057",,"-0.274441225343951","0.636129162558685","-0.0624121961629515","-0.0162696202668781","0.636129162558685","0.870558636939057","-0.306088306435631","-0.274441225343951","0.57753038000211","-0.0627919607087796","-0.0287732816509872","-0.116851353466786","0.232718601216116","-0.0479742423989124","95","96"
"-0.170685337341635","0.419512707306409","0.205476426071486","-0.019600367168029","-0.170685337341635",,,"0.419512707306409","0.463001249974646","0.205476426071486","-0.019600367168029","0.463001249974646","0.626640181041621","0.409875774991493","0.419512707306409","0.420350619933481","0.206726705126267","-0.0346638013510735","-0.142955301140293","0.167514076835273","0.0642411989267518","259","261"
"-0.246695667214725","-0.268360482923338",,,"-0.246695667214725","1.0898348110664","-0.413325335142058","-0.268360482923338","0.682683365568887","0.115090378271809","-0.0154812166472268","0.682683365568887","1.0898348110664","-0.413325335142058","-0.268360482923338","0.619796114915178","0.115790678019626","-0.0273789676454498","-0.206616771809162","0.291335726309906","-0.0647818600083852","125","127"
"-0.210089755459135","-0.56487467583116",,,"-0.210089755459135",,,"-0.56487467583116","0.453201844447618","-0.0040564088763793","-0.0146517175061504","0.453201844447618","0.196659903115598","-0.283657584075016","-0.56487467583116","0.41145391352396","-0.00408109123606761","-0.0259119750528793","-0.175957962915337","0.0525713210189687","-0.0444586003796471","12","12"
"-0.151068093317165",,,"-0.0182666752653261","-0.151068093317165","0.903526203588512",,"0.0354668835459242","0.541881738756601","0.0173630394296011","-0.0182666752653261","0.541881738756601","0.903526203588512","0.178783830176491","0.0354668835459242","0.491964816141302","0.0174686897221491","-0.0323051296597473","-0.126525131620532","0.241531523942535","0.0280213867225818","135","137"
"-0.197318238241787","-0.280569093986096",,,"-0.197318238241787","0.715984172291817","-0.432399700980259","-0.280569093986096","0.67772603937641","0.115120598583146","-0.0154083115127879","0.67772603937641","0.715984172291817","-0.432399700980259","-0.280569093986096","0.61529544642166","0.115821082214939","-0.0272500328619328","-0.165261343520491","0.191397601492402","-0.0677714490618953","114","115"
"-0.0663774803451964",,,"-0.0183835267771439",,"0.888271770296812",,"0.0602485471715675","0.594623404968009","0.0367918814663446","-0.0183835267771439","0.594623404968009","0.888271770296812","0.179982168707207","0.0602485471715675","0.539848039112091","0.0370157520079091","-0.0325117848493416","-0.0555936018844356","0.237453693653617","0.0282092063221542","155","157"
"-0.172404658991731","-0.379205896125755",,,"-0.172404658991731","0.551365242266035","-0.40648808412213","-0.379205896125755","0.552587592036247","0.107128617246026","-0.0151250082788043","0.552587592036247","0.551365242266035","-0.40648808412213","-0.379205896125755","0.501684470382544","0.10778047142157","-0.0267490031138298","-0.144395296795893","0.147391505287334","-0.0637102348241634","96","97"
"-0.178687086602838","0.403162878773422","0.175789189098697","-0.0196357252423555","-0.178687086602838",,,"0.403162878773422","0.558452259051822","0.175789189098697","-0.0196357252423555","0.558452259051822","0.728070860694073","0.40418361643433","0.403162878773422","0.507008897510625","0.176858827817791","-0.0347263331013262","-0.149657062950067","0.194628627064899","0.063349047908066","261","263"
"-0.17105611694176","-0.452170388671235",,,"-0.17105611694176",,,"-0.452170388671235","0.442169953469481","0.0702884561654351","-0.0148743609995041","0.442169953469481","0.424127132719251","-0.331312035408261","-0.452170388671235","0.401438255441066","0.0707161460285339","-0.0263057263412894","-0.143265842808477","0.113378087214516","-0.0519276416712622","67","68"
"-0.203336420804336","0.457540052447255","0.158873553161024","-0.0195294559050409","-0.203336420804336","0.929298899231416",,"0.457540052447255","0.5886497149654","0.158873553161024","-0.0195294559050409","0.5886497149654","0.929298899231416","0.426790308661668","0.457540052447255","0.534424631948451","0.15984026393984","-0.0345383927853716","-0.170301794645032","0.248421106591067","0.066892270272165","245","247"
"-0.153940720983007","0.361861289735999","0.223518740740622","-0.0196676576831574",,,,"0.361861289735999","0.456983320089721","0.223518740740622","-0.0196676576831574","0.456983320089721","0.467044966227629","0.334087656989043","0.361861289735999","0.414887048165623","0.224878803329028","-0.0347828065222128","-0.128931063843125","0.124850925180277","0.0523626741103472","290","292"
"0.0994284618591549",,,"-0.0180277771273801",,"0.971741327102979",,"-0.0595886643691356","0.598336974576775","-0.0414564488027667","-0.0180277771273801","0.598336974576775","0.971741327102979","0.0684066115389043","-0.0595886643691356","0.543219523070928","-0.0417087022150666","-0.0318826315745886","0.0832750248402531","0.259766858648866","0.0107215966590536","141","143"
"-0.232212398705386","0.428647072777074","0.209428829953184","-0.0192768403251812","-0.232212398705386","0.895158466735019",,"0.428647072777074","0.650946909055829","0.209428829953184","-0.0192768403251812","0.650946909055829","0.895158466735019","0.433296188179784","0.428647072777074","0.590983149139197","0.210703158520037","-0.0340916350178577","-0.194486497214432","0.239294652199195","0.0679119584943475","242","244"
"-0.279002471949904","0.358616831260929",,"-0.0190347242643481","-0.279002471949904","0.846645783532948",,"0.358616831260929","0.808281727139529","-0.0170700827242787","-0.0190347242643481","0.808281727139529","0.846645783532948","-0.0513443827222376","0.358616831260929","0.733824638924001","-0.0171739504394303","-0.0336634459454452","-0.233674919109503","0.22632619344526","-0.00804737656012728","251","253"
"-0.226662382676168","-0.229162466237001",,"-0.0162469920879561","-0.226662382676168","1.15846576645972",,"-0.229162466237001","0.710534646212635","0.0156865587254472","-0.0162469920879561","0.710534646212635","1.15846576645972","-0.366990487170189","-0.229162466237001","0.645081798453142","0.0157820080000477","-0.0287332630792755","-0.189838152926942","0.309682221607933","-0.0575196445581957","109","110"
"-0.191720510200823","-0.498986530903539",,,"-0.191720510200823",,,"-0.498986530903539","0.413298424235191","0.0389382034615027","-0.0147700826707141","0.413298424235191","0.367954720827018","-0.302183952255625","-0.498986530903539","0.375226306309771","0.0391751339023786","-0.0261213071799845","-0.160573038653414","0.0983620221640794","-0.0473622999303352","57","57"
"-0.208550517444035",,,"-0.018091184162239","-0.208550517444035","0.824959627124585",,"0.0254933218853972","0.548664625900405","0.0252248189407867","-0.018091184162239","0.548664625900405","0.824959627124585","0.124402270145198","0.0254933218853972","0.498122879032046","0.025378306439987","-0.0319947687014989","-0.174668793983768","0.220529028531874","0.0194979832206553","126","128"
"-0.191318013219008",,,"-0.018340171562833","-0.191318013219008","0.886044764852514",,"0.0585711120652873","0.534597010920934","0.0302173429032909","-0.018340171562833","0.534597010920934","0.886044764852514","0.216475334023912","0.0585711120652873","0.485351140990454","0.030401208817476","-0.0324351099317993","-0.160235932501593","0.236858368341907","0.0339289019851291","136","138"
"-0.232397069156531","-0.581890775058446",,,"-0.232397069156531",,,"-0.581890775058446","0.451051562550035","-0.0578201887356129","-0.0149906797074179","0.451051562550035","0.192743104682708","-0.270924861894292","-0.581890775058446","0.409501710741072","-0.0581720119218624","-0.0265114392521738","-0.194641165567123","0.0515242785638475","-0.0424629583134431","13","13"
"-0.225922199861016","0.425989970410237","0.257545581868239","-0.0193977089303268","-0.225922199861016","0.927050048002419",,"0.425989970410237","0.696627358070544","0.257545581868239","-0.0193977089303268","0.696627358070544","0.927050048002419","0.292556433328842","0.425989970410237","0.632455618302567","0.259112690333272","-0.0343053945501374","-0.189218222364147","0.24781994144245","0.0458533467394339","274","276"
"-0.175166235775602","0.370776596157733","0.154285884277413","-0.0197077101622558","-0.175166235775602",,,"0.370776596157733","0.546015833404159","0.154285884277413","-0.0197077101622558","0.546015833404159","0.772540834532307","0.374625345229919","0.370776596157733","0.495718087321585","0.155224680095739","-0.0348536404595152","-0.146708219785699","0.206516384728345","0.0587162813572425","278","280"
"-0.210532474195888","-0.562555484579748",,,"-0.210532474195888",,,"-0.562555484579748","0.455754921865726","-0.00917524505476942","-0.0146416186893625","0.455754921865726","0.173366136718182","-0.282054873519665","-0.562555484579748","0.413771807213229","-0.00923107441161481","-0.0258941150109722","-0.176328756278836","0.0463444082033979","-0.0442074022023202","4","4"
"-0.172671588505751","0.16017663514695",,"-0.0189148607045224","-0.172671588505751",,,"0.16017663514695","0.579356830738363","-0.0430985699984265","-0.0189148607045224","0.579356830738363","0.0613286227945165","-0.189556571828641","0.16017663514695","0.525987787240107","-0.0433608153585892","-0.0334514638641192","-0.144618860164921","0.0163944284803527","-0.0297098344955116","287","289"
"-0.239504574405621","-0.55574466802452",,,"-0.239504574405621","0.383442649600095",,"-0.55574466802452","0.527755193910856","-0.0577822280652402","-0.015658271794151","0.527755193910856","0.383442649600095","-0.263529664578297","-0.55574466802452","0.479139576719697","-0.0581338202691236","-0.027692094659273","-0.200593964847158","0.102502270697456","-0.0413038843430693","39","39"
"-0.118384082080508","-0.238388624286387",,"-0.0167471807290061",,"0.792482106143289",,"-0.238388624286387","0.651514196456078","-0.0998907273047429","-0.0167471807290061","0.651514196456078","0.792482106143289","-0.26485769773211","-0.238388624286387","0.591498179304641","-0.100498540505039","-0.0296178607780219","-0.0991510598837365","0.211847105301166","-0.0415120314140134","92","93"
"-0.173172798547675","0.29388179023573","0.139475098377973","-0.0198642114365179","-0.173172798547675","0.723565189010246",,"0.29388179023573","0.561758176992707","0.139475098377973","-0.0198642114365179","0.561758176992707","0.723565189010246","0.316043231669071","0.29388179023573","0.510010281753056","0.140323773807557","-0.0351304173706671","-0.145038642166081","0.193424166426284","0.0495345110735752","322","324"
"-0.210447464592991","0.415507353922663","0.153372081719437","-0.0196279245096787","-0.210447464592991","0.989576798406045",,"0.415507353922663","0.535880178494238","0.153372081719437","-0.0196279245096787","0.535880178494238","0.989576798406045","0.374337884438525","0.415507353922663","0.486516106063326","0.154305317249314","-0.0347125372858915","-0.176257557583206","0.26453465458766","0.0586712266674795","276","278"
"-0.2165010284259",,,"-0.0197547527343091","-0.2165010284259",,,"0.0386806052060291","0.587383509090798","0.0750040891282818","-0.0197547527343091","0.587383509090798","0.158790117073029","-0.0539433046542617","0.0386806052060291","0.533275066100882","0.0754604725852697","-0.0349368365730735","-0.181327641834048","0.0424479321256399","-0.00845471427320321","364","366"
"-0.176878984061474","0.170690943478102",,"-0.0191950422695635","-0.176878984061474",,,"0.170690943478102","0.591055962874645","-0.049811591774028","-0.0191950422695635","0.591055962874645","0.124516619244704","-0.160739119430834","0.170690943478102","0.536609221731783","-0.0501146844015915","-0.0339469728527804","-0.14814271000494","0.0332859065768087","-0.025193178950089","307","309"
"-0.143410439472377","0.342726889168197","0.226524545373265","-0.0196209671325891","-0.143410439472377",,,"0.342726889168197","0.50549302998519","0.226524545373265","-0.0196209671325891","0.50549302998519","0.589706736776184","0.287539184394997","0.342726889168197","0.458928153083742","0.22790289762461","-0.0347002329685646","-0.120111562485307","0.157640991757665","0.0450669765597598","294","296"
"-0.16693305087179","-0.476411435886103",,,"-0.16693305087179",,,"-0.476411435886103","0.441836855896686","0.0757671650044021","-0.0148466014493555","0.441836855896686","0.422302855343103","-0.322657556033088","-0.476411435886103","0.401135842064794","0.0762281916109881","-0.0262566327950463","-0.139812622040754","0.112890419570783","-0.0505711962185893","63","63"
"-0.00331345412339109","-0.139174142663658",,"-0.0175630022223065",,"0.974473986941379",,"-0.139174142663658","0.644068330510658","-0.081731642520563","-0.0175630022223065","0.644068330510658","0.974473986941379","-0.100916892921152","-0.139174142663658","0.584738209722982","-0.082228961666657","-0.0310606640652903","-0.00277514073207024","0.260497355996441","-0.015817041622799","129","131"
